task,tps,accuracy
avg,1.9143757441536673,90.0
avg,2.081532735757942,91.0
avg,2.1149079235070776,97.0
avg,2.1256273854340946,96.0
avg,2.183695105804851,87.0
avg,2.395300127481026,89.0
avg,2.4245173067775956,93.0
avg,2.431504619120663,95.0
avg,2.4589268834944704,42.0
avg,2.625865121030338,75.0
avg,2.656967625571326,99.0
avg,2.867088175348812,84.0
avg,2.8694421583828684,90.0
avg,2.9230041809586362,92.0
avg,3.1034529751488695,38.0
avg,3.232220293477021,97.0
avg,3.362836481604882,78.0
avg,3.4148297018885256,21.0
avg,3.443748251748252,76.0
avg,3.5555793443929122,92.0
avg,3.5816237588149824,88.0
avg,3.8595466755466754,80.0
avg,3.892709956709957,59.0
avg,3.9509542505164315,97.0
avg,3.9672848207475204,22.0
avg,3.9977408075240892,34.0
avg,4.441142857142857,43.0
avg,4.589264069264068,94.0
avg,4.625800865800866,87.0
avg,4.660871572871572,28.000000000000004
avg,4.672737711028732,90.0
avg,4.77325889796478,23.0
avg,4.830316350316349,27.0
avg,4.860733044733045,90.0
avg,4.9013333333333335,78.0
avg,4.942603174603174,24.0
avg,4.998245310245309,97.0
avg,5.287746031746033,86.0
avg,5.361529137529137,72.0
avg,5.379936507936508,91.0
avg,5.501714285714287,13.0
avg,5.552761904761905,23.0
avg,5.557171717171717,71.0
avg,5.5840593507288885,84.0
avg,5.685460317460318,88.0
avg,5.758380286380287,27.0
avg,5.929142857142857,77.0
avg,5.957153957153956,23.0
avg,6.065904761904762,23.0
avg,6.0887619047619035,83.0
avg,6.118476190476191,91.0
avg,6.252190476190476,86.0
avg,6.373333333333334,68.0
avg,6.458920634920636,59.0
avg,6.477724941724944,100.0
avg,6.585142857142859,23.0
avg,6.665100233100235,82.0
avg,6.673142857142858,83.0
avg,6.717714285714287,86.0
avg,6.764190476190477,62.0
avg,6.784761904761904,85.0
avg,7.042862914862917,16.0
avg,7.083936507936507,90.0
avg,7.152761904761906,23.0
avg,7.221333333333333,77.0
avg,7.26552380952381,79.0
avg,7.273142857142858,86.0
avg,7.319757575757575,92.0
avg,7.387748251748251,94.0
avg,7.577015873015872,100.0
avg,7.715555555555555,88.0
avg,7.808000000000001,76.0
avg,7.825904761904761,78.0
avg,8.121904761904762,87.0
avg,8.522943722943724,100.0
avg,8.542545454545454,100.0
avg,8.594701298701297,79.0
avg,8.911515151515152,81.0
avg,9.142095238095237,100.0
avg,9.395809523809524,76.0
